BusinessID,Name,Cuisine,Address,Coordinates,NumberOfReviews,Rating,ZipCode
zS4j95rR7PRdFdIfqD2Mmg,Omar's Fine Cuisine,Indian,568 Vanderbilt Ave,"40.67966, -73.96834",59,4.5,11238
dxK7_NNqLDYG39VGZI9B3w,Himalayan Curry House,Indian,254 W 108th St,"40.8023275567219, -73.9662716345275",75,4.0,10025
vksCRTDJO6ZrM_JFRxnG9w,Desi Junction,Indian,688 10th Ave,"40.763465, -73.992317",4,3.5,10019
j0Q-yyxS2WiL3foCJEV4eg,Dirt Candy,Indian,86 Allen St,"40.7179075, -73.9907183",815,4.0,10002
c76v7CGWWjWj__18Mv2j5w,Ayna Agra Indian Restaurant,Indian,213-35 39th Ave,"40.7655067, -73.7716797",470,4.0,11361
aaVV388ojMgIayC3cVIEVg,Mausam Indian Curry N Bites,Indian,76 Market St,"40.84595, -74.16121",264,4.5,07012
ik7LcD1fkzVbVQ6Sntd4LA,Indian Spice,Indian,351 7th Ave,"40.6660303077582, -73.9819402992725",178,4.0,11215
BSZ68sheaUGhOIZvaFa-WA,de tandoori knight,Indian,353 Broadway,"40.707853645213426, -73.9556597",18,4.5,11211
ZRJgyX4VqRhZUTWPrUXZ4w,Bombay Masala Indian Restaurant,Indian,,"40.73234558105469, -73.98785400390625",1,4.0,10003
dJmC6GmMgX3VLSdaLhcJdg,Tandoor Restaurant,Indian,9524 Queens Blvd,"40.730351, -73.863868",232,3.5,11374
0_ONgLkWOmGnjhCecpZPYQ,Samossa Bites,Indian,35-27 31st St,"40.757283, -73.928761",109,4.0,11106
kPE1RinxVyPbPmdGu9R85A,Clove Garden of India,Indian,353 3rd St,"40.723668437454315, -74.05046512331108",147,4.5,07302
ZwER8TyQH70ACI-nIG682g,Chote Miya,Indian,55 Water St,"40.7034194804375, -73.9916073158383",51,4.0,11201
IbB_7AxWQtDFW1iKnoD1Ug,BK JANI,Indian,679 Grand St,"40.71165, -73.94529",423,4.0,11211
T7pKLcv4lr4zysS4uXbEjA,Achar,Indian,1365 1st Ave,"40.76882440000003, -73.95556522009724",9,3.5,10021
J0vr8Jpe9t7UgoybpbgkFQ,Bajeko Sekuwa,Indian,43-16 Queens Blvd,"40.7431256, -73.9209581",126,4.0,11104
VMSO12sjs6W415PSogC7PA,Paratha Junction,Indian,779 Newark Ave,"40.7352836673254, -74.0638660967438",181,3.0,07306
aFhnb8k6H-wD070vvxt4Fw,Kababish,Indian,70-64 Broadway,"40.747598, -73.893979",215,3.5,11372
Qz5E5sPtETWD3kwEUsBZpw,Kabul Kabab House,Indian,42-51 Main St,"40.753857, -73.827635",539,4.0,11355
ZqOxAKVZEZTa4XS4zthp3Q,Bombay Grill,Indian,1176 Bedford Ave,"40.68395749161352, -73.9543181843268",287,4.5,11216
YJ88ZwMU499QfkD52qSJBw,Brick Lane Curry House,Indian,136 Newark Ave,"40.72046, -74.04345",119,4.0,07302
IpiGGEXxz-5QVJpijXVmmA,Jackson Diner,Indian,37-47 74th St,"40.7477307, -73.8913875",680,3.5,11372
gJSX5IDyhjeMjz9IS2DIwQ,Veggie Heaven,Indian,473 Cedar Ln,"40.889845, -74.023091",577,4.5,07666
NztBFASX-zzg0tROoLiKOg,Mysttik Masaala,Indian,4731 Ctr Blvd 47th Rd,"40.745297147897055, -73.95720922678798",132,4.5,11109
SB4t6vWpxlVQAfCQ3oC1BQ,Curry Heights,Indian,151 Remsen St,"40.693685, -73.992154",294,3.5,11201
ugYhnKrr3Q1TVV15R0EEWQ,AnTalia NYC,Indian,17 W 45th St,"40.755991, -73.980313",470,4.0,10036
kB3QyyhHFVyhGgp35Rnuew,The Kati Roll Company,Indian,99 Macdougal St,"40.729633, -74.001038",927,3.5,10012
uPW_isMEB92IDrX04pLK1g,Delhi Heights,Indian,37-66 74th St,"40.7471, -73.89176",337,3.5,11372
I8X2NYRYHdWrGrxIHZFJ5A,Tangra Asian Fusion Cuisine,Indian,3923 Queens Blvd,"40.74427, -73.92489",295,3.0,11104
TTwPVEHeSeyFMLF6cik8Lw,Raj Mahal,Indian,322 E 6th St,"40.72684, -73.98746",220,3.0,10003
7rTl_d-dqlK5dGG31ogSBg,Nanking,Indian,134-07 Rockaway Blvd,"40.67484, -73.80398",387,4.0,11420
Na55QhymZh3cje8Ac2vCvg,Nimbooda,Indian,664 Washington Ave,"40.67825, -73.96419",189,4.0,11238
8Bgscm9qOB6t9_1-n_BVWg,chefs kitchen,Indian,109 Locust Ave,"40.85357, -74.11091",27,4.0,07057
icb_B-WaQm_T38MpQHsLcA,Goa New York,Indian,78 Leonard St,"40.71733, -74.0052",82,3.5,10013
_kaQarBVxm8rHnyeFlCwTQ,Cafe 22,Indian,5 Times Sq,"40.75599, -73.98724",15,4.0,10036
Scs2L-4imyt_lorJ6biFKA,While In Kathmandu,Indian,758 Seneca Ave,"40.7020642, -73.9067213",246,4.5,11385
0Z6VTfFsesUSrN5kkVJ5Zw,Flames Indian Aroma,Indian,165 East 106th St,"40.79197, -73.94522",18,4.0,10029
O5MN8tijDGzJS8uin9zQ2Q,Chef Of India,Indian,324 Central Ave,"40.74595, -74.04902",250,3.5,07307
FhXBKrLHyK7np4d0_f1s-w,Swadist Restaurant,Indian,715 Newark Ave,"40.734995, -74.061407",203,4.5,07306
oOz--_ORMzLSee92b_ksaQ,Masala Box,Indian,4202 Bell Blvd,"40.76245, -73.77073",295,4.0,11361
iXrKGRzIZK0pp31mO3nBzA,Spice & Grill,Indian,441 Myrtle Ave,"40.6933894, -73.9679912",176,4.0,11205
zBf-m72ATTPTey-_9vu3Yw,Peacefood Cafe,Indian,460 Amsterdam Ave,"40.785326, -73.97713",1436,4.0,10024
Bb0h5Rs8ugSM2CjulRhfBw,Spicy Moon East Village,Indian,328 E 6th St,"40.72674, -73.98722",672,4.5,10003
o1odYIRiARdSTRsRI776Fg,Bombay Grill House,Indian,1015 Manhattan Ave,"40.733572, -73.955208",25,4.5,11222
TXjvmpAl7otZcuk_7hYZ2g,Tandoori Place,Indian,2146 Starling Ave,"40.83597304468253, -73.8536453",84,4.5,10462
uwx3yy7Wu5u55EiXRv03aQ,Ali Baba,Indian,912 Washington St,"40.747742, -74.028024",357,4.5,07030
AmsFqdP6BULcAGYEn1EFZg,Urban Tandoor,Indian,206 Harrison Ave,"40.746238, -74.159862",155,4.0,07029
CpsnurlPqkUBWwqO69xS7A,Punjab On Third,Indian,220 3rd Ave,"40.73637, -73.98526",7,3.0,10003
7q9Drd3DCB4hw8bPT-zLyA,Karmasala Indian,Indian,40 Rivington St,"40.721, -73.99114",1,3.0,10002
hnODPHQIO14uVWIa3cztyA,Raj's Indian Kitchen,Indian,53 Nassau St,"40.7090336335426, -74.00914125144482",32,4.0,10038
G4Y3yF4UfcCNSj0JFQQVDw,A Saffron Thread Fresh Indian,Indian,98 Chambers St,"40.71461, -74.00774",124,3.5,10007
bB74yGzEa3N3k4YYU2rcXQ,Tong,Indian,37-08 73rd St,"40.748542632468485, -73.89288446952933",67,5.0,11372
cJfbydHniqWsGL2VHVDHEg,Bombay Grill,Indian,8716 3rd Ave,"40.62238, -74.03183",272,4.0,11209
V3LxcyGfHInU_7F5dnOfVw,Nefista Vegan Kofteh,Indian,656 Anderson Ave,"40.826537, -73.987058",96,4.5,07010
61AiMsA1KrjSYpTJl0ZyGg,Virasat Cafe,Indian,37-39 34th St,"40.7531109, -73.9290452",3,4.0,11106
1PUcqJywIblaVBH_leywTA,Inday,Indian,One New York Plz,"40.70209426705473, -74.01188010306561",11,4.5,10004
IFZ3_d01uflGixWrrD8_gg,Ariana Afghan Kebab Restaurant,Indian,787 9th Ave,"40.76515, -73.98813",571,4.0,10019
oSMFe-10TyH40NIXG0Zahw,Vaibhav Indian Spice Journey,Indian,737 Newark Ave,"40.73503, -74.0624069",438,3.5,07306
Pv51B3SzP4OqUbJncEeF1g,Masala Grill,Indian,501B Atlantic Ave,"40.68568, -73.98116",244,3.5,11217
-MvQAFnBC_G6eHwFT8aOVw,Honest,Indian,60 Main Ave,"40.8295781, -74.1438155",33,4.0,07014
hmNxdAbt0tiGm8_vPdXCSA,Afghan Kebab House II,Indian,1345 2nd Ave,"40.768066, -73.959243",229,4.0,10021
fiPKqhW7BGq3aURuLPQn9Q,Namkeen,Indian,338 Bedford Ave,"40.71285, -73.96248",116,4.0,11249
TcuWyuZAORVnQBPCMNbTgw,Beyond Sushi,Indian,62 W 56th St,"40.76331, -73.97717",843,4.5,10019
VvIzNbkl4PDPzutZdxWCJw,Ittadi Garden & Grill,Indian,7307 37th Rd,"40.7472744, -73.8922265",79,3.5,11372
O6UPwu3bb4cvucni_d5ocA,Bombay Masala Indian Dining,Indian,7205 3rd Ave,"40.633334, -74.026852",26,4.0,11209
mc9lvusD4Na-KXT2z4ulzQ,Dosa Hutt,Indian,45-63 Bowne St,"40.752519194455466, -73.81675793707946",243,4.5,11355
2YufTvP05BC9VORwAcOl_g,Desi BBQ Halal,Indian,36-02 Steinway St,"40.7535956, -73.9237429",54,4.5,11101
7CM15wd5d8WC_pHR674YXA,Hummus Kitchen,Indian,1613 2nd Ave,"40.7763650431587, -73.9529693360589",1126,4.0,10028
sQ_L8O9WMU4apxSTVa9JKg,Agra Taj Mahal,Indian,1005 Manhattan Ave,"40.7332729, -73.9550299",160,3.5,11222
VSPkVw9gSQx-5v4A6aC_YA,Manousheh - Bleecker,Indian,193 Bleecker St,"40.729511, -74.001275",517,4.5,10012
lcI9kOcRqxxMhM4b5pHqsg,Dawa's,Indian,51-18 Skillman Ave,"40.7456869, -73.9126859",299,4.5,11377
U7QMrNTwRrPJ__0jbb6EYQ,Dosa Delight,Indian,3566 73rd St,"40.7495245, -73.8929686",542,4.0,11372
oqVG2LsTwvRzgJxId5pqiw,Dar 525,Indian,525 Grand St,"40.711266, -73.950317",570,4.5,11211
oJ1vABqChCV1Ct6bqNQgHA,Riverdale Indian Grill,Indian,5225 Broadway,"40.8752518, -73.909459",9,4.5,10463
I04QBDZ28aCeGf_XepTo7Q,Palace of India Restaurant and Bar,Indian,913 Wyckoff Ave,"40.69709433867459, -73.90637295250781",27,4.0,11385
GbBmq42FMVX5dOteBm9mvw,Hot Breads,Indian,134 Lexington Ave,"40.7431564331055, -73.9824066162109",2,4.5,10016
SjTQTX8bk5UHTtMcYAtokg,Kolkata Chai Co - Nolita,Indian,60 Kenmare St,"40.72086708456663, -73.99601217359304",15,3.5,10012
AuCRCB64bsBMdq02ydEuCA,Manhattan Indian Flavor,Indian,311 2nd Ave,"40.73504, -73.98321",25,4.0,10003
79tuTkX_lPft7hMxFVjENg,Mint Heights - Fort Greene,Indian,368 Myrtle Ave,"40.693045, -73.971443",8,5.0,11205
k1XZsff99d2JyX_jLwCaAA,Taj Mahal Indian Restaurant,Indian,7315 3rd Ave,"40.63239283761084, -74.0271556377411",399,4.0,11209
LaMbEoM5Vw9CQP5usaD2xA,Tawa Food,Indian,3738 72nd St,"40.7476070420478, -73.8939757526805",89,4.0,11372
zDiKwE9LPwWo9k2kdwMEZw,Saffron Indian Cuisine,Indian,4404 Broadway,"40.757176, -73.915762",287,3.5,11103
q2HGvziLlfQGChoDPFjTCQ,Szechaun Mirchi,Indian,850 Newark Ave,"40.73621, -74.067281",104,3.5,07306
A0YMrxUt_EuCwmuZsbSMiQ,Ambo,Indian,55C E 8th St,"40.73115404198693, -73.99343068770982",57,5.0,10003
GoABwVqFoFiXL_sxNtzVQw,Le Botaniste,Indian,156 Columbus Ave,"40.774122, -73.9814425",76,4.0,10023
321dvWH3DwQE4uaVJX2Kvg,Sigri Indian BBQ,Indian,155 University Ave,"40.74240619195804, -74.17369730817033",73,4.0,07102
KLLRrrPHsA5oQKYwreTI9w,Randiwa,Indian,1405 Richmond Ave,"40.61364177952, -74.157749999909",56,4.5,10314
NqnCmOlPIJ_QBQzvZ28djA,Sapthagiri Taste Of India,Indian,737 Newark Ave,"40.73512018198014, -74.06250224217419",479,3.5,07306
AJjQwst3ppWZ9BCfk-tQPA,Bhojon,Indian,15 E 30th St,"40.7455041728767, -73.9850751015234",1,4.0,10016
HHkTmzDBE9sGWvtSW9Ne8A,Tangra Masala,Indian,87-09 Grand Ave,"40.736536, -73.878328",346,3.5,11373
OxQ1lGq3uzl8_fgW67rXdQ,Tikka Indian Grill,Indian,119-30 Metropolitan Ave,"40.7058236, -73.8311437",289,4.0,11415
1HCAu_tB8mzZ0qCFltGfew,Bhoj,Indian,430 Market St,"40.89861, -74.11246",257,3.5,07407
vnf1WSV7dTmOeOkIJ46hiw,Curry King,Indian,942 Columbus Ave,"40.799566279368, -73.9629824840441",86,2.5,10025
ugEZc_Cc4tu71j-yuj9HCQ,Chawlas 2,Indian,131-19 Rockaway Blvd,"40.67507, -73.8066",123,4.0,11420
QaXo7ZhglTcSWHLQ8QNY4A,BK JANI,Indian,445 Albee Sq,"40.690933, -73.983087",78,4.0,11201
80u4xIY1kp_25AUh9BW0Bw,Kanan Indian Restaurant,Indian,452 3rd Ave,"40.6716593194782, -73.9908374121948",154,4.0,11215
zGa3GrjdAQLm2l40SPD8CA,Garam Masala,Indian,1819 Palmetto St,"40.703375, -73.90747",100,4.0,11385
QpjfjEN2MT_78JlwFpe_TQ,Pranam Restaurant & Bar,Indian,4515 28th Ave,"40.7635265, -73.9090341",5,4.0,11103
tgvibHhySfASSEqJbScCiQ,Nurlan Uyghur Restaurant,Indian,43-39 Main St,"40.751702, -73.825982",110,4.5,11355
LC5qKRk3zy7f1eTONkSd3A,Dhania Fine Indian Cuisine,Indian,787 Prospect Pl,"40.674467, -73.950531",37,4.5,11216
gc5VOvoqzM8UQJwV1mhdkA,Taj Kabab King,Indian,568 Grand St,"40.71097995767717, -73.949139",328,3.5,11211
lnI9toC-uAhBIbtHDMxvcA,Indika House,Indian,943 Broadway,"40.69716, -73.9353",126,4.5,11206
NH7Ws65ZwlmOosiblfGTRw,Spice Hut Indian Restaurant,Indian,2036 2nd Ave,"40.78967, -73.94278",78,2.5,10029
LYDjT70HicahSDhLwhwwog,Chaat Wala,Indian,83-27 Parsons Blvd,"40.714884, -73.807427",17,4.5,11432
Itg3FiXNyf9NXKegy46Lwg,Taste of Samarkand,Indian,62-16 Woodhaven Blvd,"40.7266223, -73.870707",192,4.5,11374
l4fwf8VwAokv3MWT45Ab7g,Bunna Cafe,Indian,1084 Flushing Ave,"40.705042, -73.928078",800,4.5,11237
HY7Hx-z5lq1vAacDwYBfoA,Diwan Grill Indian Cuisine,Indian,678 Franklin Ave,"40.675363, -73.956548",125,4.5,11238
1ckkPS7KtGSu_xXXWKcbvQ,Tandoori Masala,Indian,1695 Broadway,"40.6840199, -73.91184",196,4.0,11207
Bft47FX6dorGwlUypMrG2w,Merit Kabab Palace,Indian,37-67 74th St,"40.74711, -73.8912299",127,4.0,11372
WrMu2G5M2im56uYKTd4Bgw,Curry In a Hurry,Indian,119 Lexington Ave,"40.74268, -73.9822499",523,3.0,10016
HsEK7jGmzI7KP1e0N_6uQw,Mysttik Masaala,Indian,21-77 31st St,"40.7762241, -73.9103208",58,5.0,11105
-_LtKO0FdpINUMAWMfDOOQ,Al Naimat Restaurant & Sweets,Indian,3703 74th St,"40.74882, -73.891538",154,4.0,11372
qL5SIZRFDfNO-L_HLeuvPQ,Curry In Handi,Indian,443 Bushwick Ave,"40.7023348786146, -73.9369236",33,4.5,11206
K7u5sEQW1LcIJxjpUS1STg,Chicken Tikka Masala,Indian,134 E 27th St,"40.7419917609026, -73.9828405156732",1,5.0,10016
ZeHZX_OtQNAr3MSziKupAA,Dinesh Curry House & Deli,Indian,109 Locust Ave,"40.85357, -74.11091",22,4.0,07057
6LJl5ZhPMmGZ5F1oe-6kEw,Le Botaniste,Indian,666 Third Ave,"40.75119, -73.97436",143,4.5,10017
L-L_N45ua3oq3FlR_IVEWQ,Ash Bar & Grill Finest Indian Cuisine,Indian,125-22 Queens Blvd,"40.71198, -73.826353",2,4.0,11415
osLdS6WQ9wUV8iSmR5NqJQ,Dunya Kabab House,Indian,696 Coney Island Ave,"40.64053, -73.96936",57,5.0,11218
P5mFtOSiQmplOj0yVP13PQ,Rasoi Restaurant,Indian,810 Newark Ave,"40.73587, -74.06535",473,3.5,07306
wMhJPpAQqmbGhOFErPh4zg,Woodlands Cafe,Indian,160 Frederick St,"40.874897, -74.102093",75,4.0,07026
yLcJTiE4n_w4sZwSfMZYZA,Bombay Kabab,Indian,54 7th Ave,"40.67606, -73.97455",106,4.0,11217
upaVTWhLsxcu1HXqN8iHVQ,Ladybird,Indian,111 East 7th St,"40.726769311104, -73.9847712789363",468,4.5,10009
RZQDDJBb7X417wcobUyv0g,London Tandoori,Indian,524 Metropolitan Ave,"40.713862, -73.951131",40,3.5,11211
llzZ19xTIrueN5XBZi4zWg,Indian King Biryani House,Indian,140 Broadway,"40.70869096741939, -74.01009824532372",78,4.0,10005
xEnNFXtMLDF5kZDxfaCJgA,The Halal Guys,Indian,W 53rd Street And 6th Ave,"40.761861, -73.979306",10378,4.0,10019
R7MDZP5G374JA1-kaR2CLw,Raja Sweets & Fast Food,Indian,7231 37th Ave,"40.7489325, -73.8932727",122,4.0,11372
2KCyOxOM5J9glFSpmLqb9Q,Biryani Pot,Indian,824 Newark Ave,"40.7357829, -74.0659607",221,3.0,07306
BNdEbtO1rjCulgqK3zDnyQ,Flavors of India,Indian,44-27 Kissena Blvd,"40.7534816, -73.8220844",192,3.5,11355
bgKGT3osx4KNjrdva4lYpQ,Aroma Progressive Indian Cuisine,Indian,6340 Woodhaven Blvd,"40.723375, -73.868668",199,4.0,11374
PHMkwS5nmo4IUXbcg0OcAg,Jajaja Mexicana,Indian,63 Carmine St,"40.72979, -74.00455",622,4.5,10014
9eZrG8nANKuoyGSqdj_gew,Ashoka Grill,Indian,1436 Flatbush Ave,"40.6356477, -73.9508667",231,4.0,11210
9gD5ORFGgBRy8SgrLSwXHQ,NAMASTE BROOKLYN,Indian,1202 Cortelyou Rd,"40.639924418925105, -73.96686079999999",30,4.5,11218
eht_0com4C1sQbl9qCzlag,Hungry Bird,Indian,980 Morris Ave,"40.82844363093081, -73.91674001499564",235,4.0,10456
aLnt6DwRxlSm8xD9nuEEmA,Mumbai Place,Indian,655 Vanderbilt Ave,"40.677229, -73.968651",120,4.0,11238
xDERYqY7CbIx4aAlKsLy-A,Tikka Indian Grill,Indian,396 5th Ave,"40.6707308, -73.985264",81,4.0,11215
WdaLydR9O57rWbTnQQQ1OQ,Ruma's Kitchen,Indian,37-01 61st St,"40.7493792, -73.9016969",37,4.0,11377
pv_9QjRf45GRd3pMeKmmKw,Jay's Quick Bites,Indian,1961 Flatbush Ave,"40.6221484, -73.93596476625316",21,4.0,11234
so3ReIE_QdVjeCsRhCCLLg,Kolkata Chai - East Village,Indian,199 E 3rd St,"40.72291487086537, -73.98321706640796",115,4.0,10009
L3PwWn54PvHm5Rd4oUg7xw,B&D Halal Food,Indian,263 W 30 Th St,"40.7495625195231, -73.99472978980441",96,4.5,10001
SExVenfR3ScUzIJHdUpxuw,Aman,Indian,3594 Jerome Ave,"40.885147, -73.8794078",40,4.5,10452
T5aGLWBjIZoV0pSW80nJXA,Amiya,Indian,101 Hudson St,"40.71638242842502, -74.03521448255054",475,3.5,07302
maXkjUEZGWrKF7BFrrUUXQ,King of Tandoor,Indian,600 Flatbush Ave,"40.658904, -73.960777",281,4.0,11225
PAhIveQCsTzi7FNPPQPutA,Chandni Chowk Restaurant,Indian,2570 Bronxwood Ave,"40.86531, -73.8613699",28,4.0,10469
XBZkwp9lNsZfjD3ejBE7Yw,Chandni Restaurant,Indian,31 W 46th St,"40.75669, -73.98029",2,5.0,10001
SYTBg4SzYuZxrxK3YDU2xg,Cheburechnaya,Indian,9209 63rd Dr,"40.7275992341691, -73.8640816882253",291,4.0,11374
4b43TOXpskBPZqQzbKkwDQ,Le Botaniste,Indian,127 Grand St,"40.7204278, -74.0002028",241,4.5,10013
vt9Sg9XRRXts9BuFHdyfLg,Hello Bangladesh,Indian,30-05 36th Ave,"40.757, -73.93028",4,4.0,11106
IbrIwIZ8f3IU5bQUZrfOYg,Pariwaar Delights,Indian,827 Newark Ave,"40.735473, -74.066203",116,3.5,07306
CcncHLot-nt8qECbw3SNsg,Andrew's Healthy Foods,Indian,342 Broadway,"40.6586717, -74.1223673",173,4.0,07002
N1fsQQ4EidsDO3MKhLYLng,Bombay Vada House,Indian,131 Erie St,"40.72658837531243, -74.04374304323275",17,4.0,07302
oL3NzwNMn-e02cxGwvsPcw,New Shri Sai,Indian,133 E 45th St,"40.7529258728027, -73.9742202758789",1,4.0,10017
C2E1E0o-ssSrf_dokwxTXg,Massawa,Indian,1239 Amsterdam Ave,"40.8099, -73.95856",389,4.0,10027
NviTYTPyYDipj3AoLTPsvA,Hyderabad house JC,Indian,523 Newark Ave,"40.73069, -74.0561",8,4.5,07306
g4EXxoV0z_TnyWF8h9xMKQ,May Kaidee East Broadway,Indian,215 E Broadway,"40.7140637, -73.987464979291",114,4.5,10002
4QnmpXjTj18g8LdOEczliQ,Shahi Darbar,Indian,72-24 Broadway,"40.747374, -73.892809",42,4.0,11372
K_s7EXV9Ly5jlxyNZ39QDg,Al Aqsa Restaurant,Indian,2107 Starling Ave,"40.83623, -73.85483",46,3.0,10462
1TJOTRt9Ws1vHh-zKNZmsw,India Cafe,Indian,94-08 Lefferts Blvd,"40.68235, -73.82226",73,4.0,11419
7eUoHxFCZKdYkl7ONixCKA,Nepalese Indian Restaurant,Indian,907 Seneca Ave,"40.700617, -73.903777",243,4.0,11385
oZL2RilA-P-PgkMU0AdR-Q,Tandoori Chef,Indian,258 Main St,"40.886348, -74.04149",251,3.5,07601
PdOGgUoJevcOl6iGF-UtHg,Kulchay,Indian,64 Sip Ave,"40.73066, -74.06214",23,4.0,07306
yC-GsIbqeQnoVd9LYiOabQ,Mantra,Indian,253 Washington St,"40.71643887105, -74.0377577111708",266,3.5,07302
s4nLGFvSINH6SekvC8s9iA,Classic Nirala Restaurant,Indian,213 Rte 46,"40.89376, -74.11694",105,4.5,07407
0LX7zIAweqw6qW_MDJWI9g,flame indian grill,Indian,464 Broadway,"40.66281, -74.11902",41,4.5,07002
dPffKoLRlnoMFLEgLkHuYA,Masala Cafe,Indian,839 Newark Ave,"40.735694, -74.066643",62,4.0,07306
IcEafi60F4pyEHaM4lR4Wg,Ali's Roti Shop,Indian,4220 White Plains Rd,"40.89402553660351, -73.85683849496526",109,4.0,10466
7tJq-a_K-yKOWSqyXVOlFg,Suzy's Roti Parlour,Indian,907 Church Ave,"40.64666, -73.97048",220,4.5,11218
nqGp208f_wdqoLfNQgn_Ig,Haat Bazaar,Indian,3711 73rd St,"40.748491, -73.892382",132,4.0,11372
BHhNd5GitAGsseQvZxXGgA,Sitara Indian Restaurant & Bar,Indian,152 E 46th St,"40.75358, -73.97348",15,3.5,10017
6kEA-r2y1Qb_pcDFydIIGQ,Om Wok,Indian,78-14 Roosevelt Ave,"40.74678552983692, -73.8875238597393",4,5.0,11372
I2Y3_18dUz0CaSzsx_x7Ag,new dosa garden,Indian,323 Victory Blvd,"40.63422, -74.08568",134,4.0,10301
yFub1BhKEP-W-_ZM3_nJoQ,Bodhi Kosher Vegetarian Restaurant,Indian,77 Mulberry St,"40.71641, -73.99931",543,4.5,10013
e_-1xBXVKw6STdyprMaBoQ,Pakshala Restaurant & Grill,Indian,8120 Broadway,"40.74308, -73.88353",2,5.0,11373
BYnd0Kbkrjhz0CGKMF1lqg,Modern Love Brooklyn,Indian,317 Union Ave,"40.70983, -73.95109",686,4.0,11211
Sl1EfwTm1fd9vOQbo5wQUw,Bismilla Indian Biryani House,Indian,272 Greenwich St,"40.7155256195018, -74.01128458268404",1,5.0,10007
0XC6L2GCtuaNEI8XFEyD2g,Jungle Cafe,Indian,131 Greenpoint Ave,"40.730358, -73.954885",289,4.0,11222
FdpEdKi4YbTu4t7B0tufIQ,Punjabi Dhaba Catering & Sweets,Indian,11916 101st Ave,"40.689913, -73.825223",31,3.5,11419
3Y-beEWD9prfpSZXrQjMPg,Tandoori Palace,Indian,7414 37th Ave,"40.7488341, -73.8914834",3,4.0,11372
o7fIFh6OgHy8jryyYM3VNA,Flaming Grill & Supreme Buffet,Indian,53 Rt 17 S,"40.8312878169225, -74.09223314905668",397,2.5,07073
iU0McmYWdsnD-NKRUZXhQQ,Sapphire Indian Restaurant,Indian,435 Dekalb Ave,"40.6906127929688, -73.9599838256836",38,3.5,11205
RRwz0t3XcaMCSjTWDy3C9A,Lahori Chilli Restaurant & Sweets,Indian,1026 Coney Island Ave,"40.6324917066024, -73.96708497055323",119,3.5,11230
RxlN-Q5U1J3LpK69VV9Xyw,Bengali Sweet corner,Indian,836 Newark Ave,"40.7358435541391, -74.0664681047201",98,3.5,07306
Nt7vyXyaxnyXpP4NNgrSvw,Joy Indian Restaurant,Indian,301 Flatbush Ave,"40.67883, -73.9734299",702,4.0,11217
T-oHllUXvyGBvhn3id5Vwg,New Asha Sri Lanka Restaurant,Indian,322 Victory Blvd,"40.6342048, -74.0855344",149,4.5,10301
rPqY0-3Ij3KMLEFvB730vw,Parantha Alley,Indian,348 Bowery,"40.72664, -73.99202",1,1.0,10012
9tjTiVC2HepvHwEPdc677g,Bawarchi Biryani Corner,Indian,839 Newak Ave,"40.73562, -74.0665",173,2.0,07306
_Hkn4K3FIw7yxxyijSovFg,Dosa Spot,Indian,30 Mall Dr W,"40.72705844462733, -74.03692641990772",21,3.0,07310
z5z6_y69b_ufy73GZUt7Tg,Dosa Spot,Indian,613 Washington Blvd,"40.73046, -74.0353",33,4.0,07310
rEKThAlfEU3Dig4lu-JvTQ,30 Burgers,Indian,30 Park Ave,"40.82828, -74.10229",97,4.0,07070
g51p8G8KNrQekE4giBS3bA,Rao and Reddys Biryanis,Indian,40-05 Skillman Ave,"40.7474487, -73.92321919999999",1,1.0,11104
ix1GGoQL_n2OGhMoMW2mzA,Masala Cafe,Indian,267 Degraw Ave,"40.8757705688477, -74.0214691162109",1,2.0,07666
JnT0_EexmuZ0MWYFYzfBPg,Lovin' Today,Indian,257 Valley Blvd,"40.8511, -74.08525",154,4.5,07075
XDFrK9kelRfGcQvBN3O1OA,Dosa and Biryani House,Indian,350 Market St,"40.896566, -74.095439",160,3.0,07663
JG-kUlqIEdlFoC__q0BzhA,Phalia,Indian,126 Lexington Ave,"40.74294, -73.98241",3,3.5,10016
Yv3MrJfVG3pQJIQbOTxHLA,Tribos Peri Peri,Indian,383 Market St,"40.89726037467907, -74.09554404217042",220,4.0,07663
B_lY4rXX67iYSBPMQO9ItQ,Mamak's Corner,Indian,140 W 51st St,"40.761086292587144, -73.98168381303549",6,4.0,10020
2FFkYc6LbRanDbOwKumLEw,Cinamon,Indian,Lexington Ave 104,"40.7422601, -73.9828516",1,4.0,10016
jCJloBC-UGbJYz02OpJIvw,Halal Fresh Chinese & Indian Cuisine,Indian,2241D Westchester Ave,"40.83448, -73.85068",7,4.5,10462
qZgRPGUl01ldRuTd6pSOnA,Dera Restaurant,Indian,7209 Broadway,"40.74772, -73.89346",289,3.0,11372
_dduF0x_H5RyUgQzXsb0bw,Eternity,Indian,120-35 83rd Ave,"40.708691, -73.831214",58,4.5,11415
L6DAp6L1ZJKeeDN2PwoOLQ,Adel's Famous Halal Food,Indian,49th & 6th,"40.75927857933082, -73.98087907274463",595,4.5,10019
cuUmPDEY-1KXzShGdpsqag,Turkish Kitchen,Indian,386 3rd Ave,"40.74189, -73.98136",608,4.0,10016
VNmSye6SGkwtSijlPnV5YA,Island Grocery Of Staten,Indian,1791 Victory Blvd Flr Grd,"40.61321, -74.12325",24,3.0,10314
iSiOfm9CdUhbS0eDHPHUNA,Desi Food Truck,Indian,,"40.7251853942871, -73.9992523193359",73,3.5,10012
